RK,NAME,WEEK,RESULT,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,YEAR
1,Colin KaepernickSF,1,W28-17at DAL,95.3,6.2,29,4.7,4.2,0,-0.3,0.2,95.3,2014
2,Matthew StaffordDET,1,W35-14vs. NYG,93.1,7.5,38,9.1,7.6,1.2,-0.3,-0.1,94.2,2014
3,Peyton ManningDEN,1,W31-24vs. IND,90,4.7,40,6.8,6.4,0,-0.3,0.1,84.1,2014
4,Russell WilsonSEA,1,W36-16vs. GB,85.2,4.4,35,6.4,5,0.8,-0.2,0.4,85.7,2014
5,Matt RyanATL,1,W37-34vs. NO,85.1,7.9,50,12.3,10.9,0.7,-0.3,0.4,90.2,2014
6,Derek AndersonCAR,1,W20-14at TB,84.5,5.1,39,7.8,6,1.3,-0.4,0.1,86.5,2014
7,Drew BreesNO,1,L37-34at ATL,80.5,5.6,47,10,8.8,-0.1,0,1.3,84.5,2014
8,Jake LockerTEN,1,W26-10at KC,72.8,1.9,44,5.2,3.7,0.5,-1.5,-0.5,65.1,2014
9,Ryan FitzpatrickHOU,1,W17-6vs. WSH,72.3,3.5,26,5.5,4.1,1.2,0,0.1,87.2,2014
10,Philip RiversSD,1,L18-17at ARI,71.8,2.9,39,6.5,5.5,0.8,0,0.2,73.9,2014
11,Carson PalmerARI,1,W18-17vs. SD,67.9,3.8,50,8.4,5.6,1.6,-1,0.3,74.6,2014
12,Matt CasselMIN,1,W34-6at STL,67,2,30,4.1,5.2,-1.3,0,0.2,71.6,2014
13,Jay CutlerCHI,1,L23-20vs. BUF,64.5,1,54,6.1,4.2,0,-0.8,1.2,56.8,2014
14,Ben RoethlisbergerPIT,1,W30-27vs. CLE,61.4,1.4,39,4.3,3.4,-0.5,-1.4,0,62.2,2014
15,Chad HenneJAX,1,L34-17at PHI,56.9,0.3,51,4,2.6,0.3,-0.8,0.2,52,2014
16,Joe FlaccoBAL,1,L23-16vs. CIN,50.8,0,69,6,1.6,1.5,-2.2,0.7,50.1,2014
17,Andrew LuckIND,1,L31-24at DEN,46.9,-2.2,64,2.5,0.7,0.2,-1.3,0.3,37.9,2014
18,Aaron RodgersGB,1,L36-16at SEA,44.3,-1.9,41,1.6,-2.2,0,-2.5,1.3,34.4,2014
19,Robert Griffin IIIWSH,1,L17-6at HOU,40.8,-2.8,43,1.1,1.9,-2.4,-1.8,-0.2,28.7,2014
20,Eli ManningNYG,1,L35-14at DET,39.6,-2.3,39,1.1,-1,0,-1.3,0.8,30.5,2014
21,Andy DaltonCIN,1,W23-16at BAL,39.2,-2.3,44,1.7,3.2,-1.4,0,-0.1,32.4,2014
22,Tom BradyNE,1,L33-20at MIA,35,-2.7,64,2.6,0.8,0.1,-1.7,0.1,35.6,2014
23,Ryan TannehillMIA,1,W33-20vs. NE,33.3,-1.3,35,2,1.2,0,-0.7,0.1,37,2014
24,EJ ManuelBUF,1,W23-20at CHI,31.9,-1.8,30,1,1.5,-0.5,-0.4,-0.4,30.3,2014
25,Geno SmithNYJ,1,W19-14vs. OAK,30.4,-1.9,42,2,-0.5,0.5,-2.1,-0.1,34.6,2014
26,Brian HoyerCLE,1,L30-27at PIT,29.4,-2,35,1.1,1,-1,-1.1,0.1,31,2014
27,Derek CarrOAK,1,L19-14at NYJ,26,-2.5,40,1.1,-0.5,0,-1.1,0.5,29.4,2014
28,Nick FolesPHI,1,W34-17vs. JAX,24.5,-4,52,0.7,-1.8,0,-2.3,0.2,25.1,2014
29,Josh McCownTB,1,L20-14vs. CAR,17.5,-3.8,42,0.2,-2.7,1.1,-1.8,0,22,2014
30,Alex SmithKC,1,L26-10vs. TEN,9.9,-6.4,46,-1.5,-3.1,0.1,-1.7,-0.1,12.2,2014
31,Tony RomoDAL,1,L28-17vs. SF,9.4,-7.1,44,-1.5,-2.5,0,-1.1,-0.1,9.2,2014
32,Austin DavisSTL,1,L34-6vs. MIN,8.6,-4.3,29,-0.7,-2.1,0,-1.5,-0.1,10.7,2014
1,Peyton ManningDEN,2,W24-17vs. KC,95.1,6.1,30,8.5,7.5,0,-0.3,0.7,94.7,2014
2,Ryan FitzpatrickHOU,2,W30-14at OAK,91,3.9,25,4.6,4.5,0,0,0.1,90.3,2014
3,Kirk CousinsWSH,2,W41-10vs. JAX,90.3,6.2,39,6.7,6.1,0,-0.5,0.1,90.5,2014
4,Tom BradyNE,2,W30-7at MIN,87.3,3.8,28,3.9,3.6,-0.1,-0.1,0.3,87.1,2014
5,Austin DavisSTL,2,W19-17at TB,86.3,4.6,34,7.8,7.4,-1,-1,0.4,87.2,2014
6,Joe FlaccoBAL,2,W26-6vs. PIT,79.7,4.4,36,6.6,5.2,0.8,0,0.6,84.8,2014
7,Nick FolesPHI,2,W30-27at IND,76.9,1.2,43,5,3.8,0.6,0,0.6,59.8,2014
8,Josh McCownTB,2,L19-17vs. STL,76.3,2.7,24,4.9,1.7,2.3,-0.6,0.3,82.9,2014
9,Eli ManningNYG,2,L25-14vs. ARI,76.2,4.9,46,8.3,6.6,0,-0.8,0.9,81.7,2014
10,Geno SmithNYJ,2,L31-24at GB,74.9,2.4,39,5.6,3.6,1.5,-0.4,0,70.2,2014
11,Alex SmithKC,2,L24-17at DEN,74.3,2.7,56,7.7,5.7,1,-0.5,0.5,66.7,2014
12,Andrew LuckIND,2,L30-27vs. PHI,73.2,3.1,40,6.6,5.4,0.4,0,0.8,74.7,2014
13,Aaron RodgersGB,2,W31-24vs. NYJ,72.9,5.5,54,9.4,6.3,0.5,-1.8,0.8,80.8,2014
14,Drew BreesNO,2,L26-24at CLE,72,2.1,45,6.1,4.8,0.1,-1.3,-0.1,65.8,2014
15,Philip RiversSD,2,W30-21vs. SEA,70.6,2.6,47,7,7,-1.1,-0.7,0.3,68.6,2014
16,Tony RomoDAL,2,W26-10at TEN,70.2,2,35,4.8,2.2,0,-2,0.5,69.4,2014
17,Derek CarrOAK,2,L30-14vs. HOU,69.6,1.9,47,3,0.5,2.4,0,0.2,63.7,2014
18,Cam NewtonCAR,2,W24-7vs. DET,59.1,0.7,43,4.7,1.4,0.9,-2.2,0.2,56.1,2014
19,Brian HoyerCLE,2,W26-24vs. NO,57.3,2.5,45,6.5,5.8,0,-0.1,0.6,68.4,2014
20,Matthew StaffordDET,2,L24-7at CAR,55.4,0.9,55,4.7,3.8,0.1,-1.2,-0.3,55.5,2014
21,Jay CutlerCHI,2,W28-20at SF,52.9,-0.5,42,3.1,4.3,-1.3,-0.5,-0.3,46.1,2014
22,Russell WilsonSEA,2,L30-21at SD,52.4,0.3,31,2.8,1.6,0,-1.4,-0.2,53.7,2014
23,Andy DaltonCIN,2,W24-10vs. ATL,52.2,1.2,27,3.3,3.1,0.1,0,0.2,65.4,2014
24,Ryan TannehillMIA,2,L29-10at BUF,50.1,-2.6,62,2.3,1.4,-0.6,-1.4,0.1,35.5,2014
25,EJ ManuelBUF,2,W29-10vs. MIA,48.4,0.5,29,2.8,3.8,-0.9,0,0,55.9,2014
26,Drew StantonARI,2,W25-14at NYG,37.4,-1.4,34,1.7,-0.3,0,-1.9,0.1,35.4,2014
27,Matt CasselMIN,2,L30-7vs. NE,33,-2,51,1.9,-0.5,0.9,-0.9,0.6,36.3,2014
28,Ben RoethlisbergerPIT,2,L26-6at BAL,26,-3.8,40,0,-0.8,0,-0.9,-0.1,20.8,2014
29,Colin KaepernickSF,2,L28-20vs. CHI,22.9,-3.8,53,1.1,0.3,0.4,-1.3,-0.9,26.6,2014
30,Matt RyanATL,2,L24-10at CIN,21.1,-6,52,-0.7,-2.7,1.1,-0.8,0.2,16.5,2014
31,Jake LockerTEN,2,L26-10vs. DAL,7.6,-6.3,40,-2,-2.2,-0.1,-0.4,0,9.7,2014
32,Chad HenneJAX,2,L41-10at WSH,4.5,-7.6,43,-2,-5.7,0.5,-3.2,0,7.5,2014
1,Matt RyanATL,3,W56-14vs. TB,99.2,10.2,28,7.2,6.9,0,-0.2,0,99.4,2014
2,Tony RomoDAL,3,W34-31at STL,98.2,7.9,27,9.5,6.3,1.7,0,1.4,98.5,2014
3,Andrew LuckIND,3,W44-17at JAX,94.8,8.6,46,7.9,7.3,-0.1,-0.5,0.1,93.4,2014
4,Blake BortlesJAX,3,L44-17vs. IND,90.1,3.3,28,1.5,1,0.3,-0.1,0,84.2,2014
5,Nick FolesPHI,3,W37-34vs. WSH,89.2,9.8,47,14.1,10.9,1.4,0,1.9,95,2014
6,Drew BreesNO,3,W20-9vs. MIN,89,6.6,38,9.3,9.2,0,-0.2,-0.1,92.1,2014
7,Philip RiversSD,3,W22-10at BUF,88.8,3.4,33,5.9,3.2,1.2,-0.7,0.8,81.3,2014
8,Drew StantonARI,3,W23-14vs. SF,88.5,5.6,39,9.2,7.3,1.4,0,0.4,88.5,2014
9,Austin DavisSTL,3,L34-31vs. DAL,81.9,5.6,43,8.9,8.9,0,0,0,86.3,2014
10,Peyton ManningDEN,3,L26-20at SEA,81.6,4.1,54,8,7.3,0,-0.4,0.3,74.5,2014
10,Kirk CousinsWSH,3,L37-34at PHI,81.6,4.9,54,9.8,9.5,0.2,0,0,78.4,2014
12,Colin KaepernickSF,3,L23-14at ARI,80.4,5.3,51,9.7,9.1,-0.3,-0.5,0.3,81.2,2014
13,Brian HoyerCLE,3,L23-21vs. BAL,77.7,2.6,30,5.4,8.5,-2.4,0,-0.7,77.4,2014
14,Russell WilsonSEA,3,W26-20vs. DEN,77.6,3.9,48,7.8,3.6,2.7,-1.4,0.1,76,2014
15,Joe FlaccoBAL,3,W23-21at CLE,74.3,2.2,38,5.8,4.7,-0.1,0,1.1,69.6,2014
16,Eli ManningNYG,3,W30-17vs. HOU,74,1.7,31,4.3,3.7,0,-0.5,0.1,68.5,2014
17,Alex SmithKC,3,W34-15at MIA,68.8,1.9,33,4.8,0.4,1.5,-2.9,0,69.3,2014
18,Ben RoethlisbergerPIT,3,W37-19at CAR,63.6,1.3,34,4.3,2.2,0.7,-0.4,1,63.7,2014
19,Jay CutlerCHI,3,W27-19at NYJ,62.7,2.3,47,6.1,2.4,1.1,-1.8,0.9,66.7,2014
20,Tom BradyNE,3,W16-9vs. OAK,62.2,2.1,43,6,4.7,0,-0.9,0.4,66.6,2014
21,Derek CarrOAK,3,L16-9at NE,60.9,0.8,37,4.3,3.8,0,0,0.5,57.7,2014
22,Mike GlennonTB,3,L56-14at ATL,60.7,1.7,28,1.2,0.6,0.4,-0.2,0,69.9,2014
23,Matthew StaffordDET,3,W19-7vs. GB,50,0.1,40,3.8,2.7,-0.8,-1.1,0.8,51,2014
24,Aaron RodgersGB,3,L19-7at DET,49.3,-1,32,1.9,0.6,0,-1.1,0.2,39.5,2014
25,Teddy BridgewaterMIN,3,L20-9at NO,44.6,0,27,2.3,0.3,0.6,-0.8,0.6,49.6,2014
26,Cam NewtonCAR,3,L37-19vs. PIT,38.6,-0.3,40,3,1.8,0,-1.2,0,47.1,2014
27,Geno SmithNYJ,3,L27-19vs. CHI,34.7,-1.6,51,3,2,0,-1,0.1,39.4,2014
28,Ryan FitzpatrickHOU,3,L30-17at NYG,32.3,-2.6,45,1.1,0.5,0.2,-0.4,0,30.4,2014
29,Andy DaltonCIN,3,W33-7vs. TEN,27.2,-1.5,28,0.8,-0.2,0.1,0,0.9,32.2,2014
30,Ryan TannehillMIA,3,L34-15vs. KC,26.7,-3.9,51,0.7,-1.3,0,-1.9,0.1,25.1,2014
31,Jake LockerTEN,3,L33-7at CIN,22.9,-4.7,44,-0.4,-2,1.4,-0.4,-0.2,18,2014
32,EJ ManuelBUF,3,L22-10vs. SD,12.5,-5.4,47,-0.6,-1.2,-0.9,-1.5,-0.1,16.6,2014
1,Joe FlaccoBAL,4,W38-10vs. CAR,98.5,10.4,33,10.6,10,0.1,0,0.5,98.9,2014
2,Aaron RodgersGB,4,W38-17at CHI,96.6,7.6,33,9.4,8.6,0.7,-0.1,-0.1,96.3,2014
3,Tony RomoDAL,4,W38-17vs. NO,93.7,7.5,33,7.3,6.7,0.4,-0.4,-0.2,96.2,2014
4,Andrew LuckIND,4,W41-17vs. TEN,90.8,8.4,47,9.8,9.5,0,0,0.2,92.6,2014
5,Ryan TannehillMIA,4,W38-14at OAK,88.8,5.9,39,6.9,5.7,1,0,0.2,89.3,2014
6,Philip RiversSD,4,W33-14vs. JAX,88.6,6.7,44,9.5,9.1,0,-0.7,-0.3,89.5,2014
7,Eli ManningNYG,4,W45-14at WSH,87.1,7.3,42,9.2,8.5,0.1,-0.2,0.4,92.1,2014
8,Cam NewtonCAR,4,L38-10at BAL,80.9,2.8,33,4.6,3.5,0.2,-1.1,-0.1,77,2014
9,Jay CutlerCHI,4,L38-17vs. GB,77,3.5,40,6.1,1.8,4,-0.3,-0.1,77.7,2014
10,Teddy BridgewaterMIN,4,W41-28vs. ATL,76.9,4.8,39,8.3,5.9,2.2,0,0.2,85.2,2014
11,Charlie WhitehurstTEN,4,L41-17at IND,74.7,0.7,30,2.5,-0.1,1.3,-1.2,0,58.6,2014
12,Mike GlennonTB,4,W27-24at PIT,72,3.5,49,8,7.6,0,-0.7,-0.3,73.5,2014
13,Matthew StaffordDET,4,W24-17at NYJ,71.4,3.2,42,6.6,4.3,0.8,-1.7,-0.2,74.8,2014
14,Drew BreesNO,4,L38-17at DAL,66.3,2.3,48,3.5,2.4,0.9,-0.1,0.1,66.2,2014
15,Ryan FitzpatrickHOU,4,W23-17vs. BUF,64.4,1,48,5.5,1.5,1.9,-1.6,0.4,57.5,2014
16,Ben RoethlisbergerPIT,4,L27-24vs. TB,60.7,2.8,50,7.2,6,-0.4,-1.8,-0.1,68.8,2014
17,Matt RyanATL,4,L41-28at MIN,59,1.1,44,4.7,4.6,-0.4,-0.6,-0.1,58.4,2014
18,Colin KaepernickSF,4,W26-21vs. PHI,58.5,1.4,46,5.6,-0.1,4.6,-1.8,-0.6,60.4,2014
19,Alex SmithKC,4,W41-14vs. NE,54.6,0.7,30,2.5,2.9,-0.9,-0.6,0,58.2,2014
20,Blake BortlesJAX,4,L33-14at SD,45.3,-0.5,46,2.8,2,0.1,-0.6,0.1,46.5,2014
21,Derek CarrOAK,4,L38-14vs. MIA,40.6,-0.5,31,1.8,1.6,-0.1,-0.5,-0.3,44.5,2014
22,Geno SmithNYJ,4,L24-17vs. DET,39.9,-1.5,43,2.1,2.6,-0.8,-0.5,-0.2,37.6,2014
23,Nick FolesPHI,4,L26-21at SF,34.5,-3,47,1.3,1,0.1,-0.4,-0.2,28.6,2014
24,Tom BradyNE,4,L41-14at KC,27,-2.4,25,0,-0.6,0,-0.6,0,20.5,2014
25,Matt McGloinOAK,4,L38-14vs. MIA,24.3,-1.4,21,0.1,-0.1,0,-0.2,0,27.8,2014
26,EJ ManuelBUF,4,L23-17at HOU,24,-5.8,48,-1.2,-1.7,0,-0.6,-0.2,15.4,2014
27,Kirk CousinsWSH,4,L45-14vs. NYG,10,-5.5,39,-1.4,-2.8,0.6,-0.6,0.2,11.8,2014
1,Tom BradyNE,5,W43-17vs. CIN,87.1,5.6,42,7,5.3,1,-0.3,0.4,86.8,2014
2,Brian HoyerCLE,5,W29-28at TEN,84.5,4.7,40,6.8,6,0.1,-0.7,-0.1,84,2014
3,Philip RiversSD,5,W31-0vs. NYJ,83.1,4.9,34,5.9,5.2,0,-0.6,0,88.5,2014
4,Alex SmithKC,5,L22-17at SF,80.7,2.7,33,5.7,5.6,0,0,0.1,76.1,2014
5,Tony RomoDAL,5,W20-17vs. HOU,79.9,3.5,44,7.5,7.3,0,-0.6,-0.3,75.3,2014
6,Russell WilsonSEA,5,W27-17at WSH,79.4,6,43,9.2,2.1,6.2,-1.3,-0.3,87.9,2014
7,Aaron RodgersGB,5,W42-10vs. MIN,78.6,2.6,24,2.8,1.8,0,-0.6,0.5,82.6,2014
8,Nick FolesPHI,5,W34-28vs. STL,77.7,4.9,42,6.7,6.4,-0.3,0,0.6,84,2014
9,Peyton ManningDEN,5,W41-20vs. ARI,71.3,4.4,50,8.2,8,0,-0.3,-0.1,77.5,2014
10,Mike GlennonTB,5,L37-31at NO,69.2,2.7,36,6,5.7,0,-0.5,-0.1,74.6,2014
11,Andrew LuckIND,5,W20-13vs. BAL,65.6,2.7,58,7.8,5.5,1.8,-0.5,0,66,2014
12,Jay CutlerCHI,5,L31-24at CAR,60.1,1.3,46,5.3,0.8,3,-1.7,-0.2,60.1,2014
13,Eli ManningNYG,5,W30-20vs. ATL,58.7,2.3,36,5.6,4,0,-0.5,1.1,71.1,2014
14,Ben RoethlisbergerPIT,5,W17-9at JAX,58.3,0.3,41,4,2.4,0,-2,-0.4,52.2,2014
15,Colin KaepernickSF,5,W22-17vs. KC,53.2,0.1,37,3.5,2.2,0.1,-1.3,-0.1,51.2,2014
16,Kirk CousinsWSH,5,L27-17vs. SEA,49.1,-0.5,42,2.8,2.5,-0.6,-0.5,0.4,45.7,2014
17,Kyle OrtonBUF,5,W17-14at DET,47.9,-1.6,50,3,2.4,0,-0.7,-0.2,38.6,2014
18,Austin DavisSTL,5,L34-28at PHI,47.5,-1.3,60,3.1,0.1,0.3,-2.6,0,42.6,2014
19,Andy DaltonCIN,5,L43-17at NE,46.2,-0.6,32,1.5,0.7,0.3,-0.2,0.3,42.9,2014
20,Blake BortlesJAX,5,L17-9vs. PIT,45,0.7,42,4.6,2,2.3,-0.4,-0.1,55.5,2014
21,Cam NewtonCAR,5,W31-24vs. CHI,42.3,-0.3,43,3.6,2.4,-0.5,-1.6,0.1,47.3,2014
22,Charlie WhitehurstTEN,5,L29-28vs. CLE,40.9,-0.7,25,1.4,1.8,-0.7,-0.5,-0.1,40.5,2014
23,Matt RyanATL,5,L30-20at NYG,39,-1.8,47,2.3,1.1,0,-1.2,0,36.9,2014
24,Drew StantonARI,5,L41-20at DEN,37.4,-1.9,30,0.9,-0.3,0,-0.8,0.5,29.2,2014
25,Joe FlaccoBAL,5,L20-13at IND,34.6,-4.4,43,-0.3,-4.7,0,-3.2,1.2,19.1,2014
26,Ryan FitzpatrickHOU,5,L20-17at DAL,34.2,-1.3,29,1.3,1.7,-0.1,0,-0.3,34.1,2014
27,Drew BreesNO,5,W37-31vs. TB,27.9,-2.7,63,3.2,2.8,0,0,0.4,35.5,2014
28,Matthew StaffordDET,5,L17-14vs. BUF,20.3,-5.1,43,-1,-3.6,0.4,-1.9,0.3,15.6,2014
29,Christian PonderMIN,5,L42-10at GB,8.9,-10.5,58,-2.3,-4,0.4,-1.2,0,7.2,2014
30,Mike VickNYJ,5,L31-0at SD,2.6,-6.3,25,-1.1,-1.5,-0.1,-0.4,0.1,2.8,2014
1,Joe FlaccoBAL,6,W48-17at TB,99.4,10.7,29,6.5,6.6,0,0,-0.1,99.5,2014
2,Colin KaepernickSF,6,W31-17at STL,91.8,7.4,41,10.2,8.3,1.9,0,0.1,92.7,2014
3,Philip RiversSD,6,W31-28at OAK,90.7,6.7,43,10.6,7.6,1.8,-0.8,0.5,90,2014
4,Tom BradyNE,6,W37-22at BUF,90.4,5.7,49,9.8,8.5,-0.1,-0.6,0.8,83.7,2014
5,Cam NewtonCAR,6,T37-37at CIN,88.4,7.9,65,14,8.6,5,0,0.4,84.9,2014
6,Andrew LuckIND,6,W33-28at HOU,87.2,5.3,55,8.7,6.2,0.3,-0.7,1.4,79.8,2014
7,Andy DaltonCIN,6,T37-37vs. CAR,83.7,7.2,53,12.1,10,1.5,-0.5,0.1,87.2,2014
8,Aaron RodgersGB,6,W27-24at MIA,83.6,6.1,52,10.9,7,1.8,-1.5,0.6,84,2014
9,Tony RomoDAL,6,W30-23at SEA,78.9,2.5,39,6.1,6.2,-1.3,-0.7,0.6,71.2,2014
10,Ryan TannehillMIA,6,L27-24vs. GB,73.7,2.9,38,6.3,4.2,1.8,-0.1,0.2,74.5,2014
11,Nick FolesPHI,6,W27-0vs. NYG,72.3,3.2,39,4.2,4.5,-0.5,0,0.2,76,2014
12,Jay CutlerCHI,6,W27-13at ATL,71.4,3.9,47,8,8.1,-0.3,-0.6,-0.4,76.6,2014
13,Peyton ManningDEN,6,W31-17at NYJ,70.2,2.8,38,5.7,6.5,-1.7,-0.9,0,73.7,2014
14,Brian HoyerCLE,6,W31-10vs. PIT,69.8,1.8,22,2.8,2.6,-0.7,-0.5,0.4,76.7,2014
15,Derek CarrOAK,6,L31-28vs. SD,65.7,2.6,38,6.2,6,0.2,0,0,72.7,2014
16,Kyle OrtonBUF,6,L37-22vs. NE,60,1.7,44,4.4,2.8,0,-1.6,0,63.4,2014
17,Ryan FitzpatrickHOU,6,L33-28vs. IND,59.2,-0.3,30,2,0.3,0.3,-1.2,0.1,46.1,2014
18,Blake BortlesJAX,6,L16-14at TEN,57.8,1.2,59,5.8,1.1,2.4,-2.1,0.2,56.9,2014
19,Geno SmithNYJ,6,L31-17vs. DEN,56,0.5,49,4.1,3.2,0,-0.9,0,53.7,2014
20,Kirk CousinsWSH,6,L30-20at ARI,51.1,0.3,48,4.4,2.6,0,-1.2,0.6,52.4,2014
21,Matt RyanATL,6,L27-13vs. CHI,45,0,44,3.3,2.3,0,-1.4,-0.3,50,2014
22,Carson PalmerARI,6,W30-20vs. WSH,40.9,1.7,53,6.4,6.5,-0.4,0,0.3,61.3,2014
23,Austin DavisSTL,6,L31-17vs. SF,29.5,-2.8,46,1.2,-0.5,0,-1.7,-0.1,29.7,2014
24,Charlie WhitehurstTEN,6,W16-14vs. JAX,27.8,-2.2,34,1,-0.2,-0.2,-1.2,0.1,28.4,2014
25,Ben RoethlisbergerPIT,6,L31-10at CLE,25.9,-4.6,48,0,-1.5,0.1,-0.5,0.9,20.7,2014
26,Russell WilsonSEA,6,L30-23vs. DAL,24.4,-2.2,36,1.2,-0.3,1,-0.7,-0.2,29.8,2014
27,Mike GlennonTB,6,L48-17vs. BAL,15.7,-6.6,55,-0.5,-1,-0.7,-1.1,0,15.5,2014
28,Matthew StaffordDET,6,W17-3at MIN,15.1,-5.1,41,-1.1,-2,-1.1,-1.7,0.3,14.8,2014
29,Eli ManningNYG,6,L27-0at PHI,5.4,-8,37,-2.7,-4,-0.7,-2.2,-0.2,4.5,2014
30,Teddy BridgewaterMIN,6,L17-3vs. DET,3.8,-11.6,49,-4.7,-8.4,0.8,-2.8,0,3.4,2014
1,Tony RomoDAL,7,W31-21vs. NYG,98.5,8.3,27,10.6,9.3,0.9,-0.6,-0.2,98.7,2014
2,Peyton ManningDEN,7,W42-17vs. SF,97.7,8.2,31,8.1,6.8,0,-0.9,0.4,97.7,2014
3,Austin DavisSTL,7,W28-26vs. SEA,96.8,5.1,22,6.9,6.1,0,0,0.8,96.4,2014
4,Ryan TannehillMIA,7,W27-14at CHI,94.5,8,41,9.3,4.8,2.9,-1.7,-0.1,94.1,2014
5,Russell WilsonSEA,7,L28-26at STL,92.1,9.1,50,11.9,4.9,5.9,-1.3,-0.3,93,2014
6,Aaron RodgersGB,7,W38-17vs. CAR,89.4,5.5,32,5.4,2.5,1.5,-0.6,0.7,91.8,2014
7,Ben RoethlisbergerPIT,7,W30-23vs. HOU,85.3,4.3,41,7.1,5.1,0.1,-1.5,0.5,81.6,2014
8,Eli ManningNYG,7,L31-21at DAL,83.9,4.8,41,7.7,5.8,1.3,0,0.6,83.9,2014
9,Joe FlaccoBAL,7,W29-7vs. ATL,75.2,3.9,33,5.1,3.6,0.1,-0.7,0.7,84.1,2014
10,Tom BradyNE,7,W27-25vs. NYJ,75.1,4.7,43,8.8,7.7,0,-0.2,0.8,82.6,2014
11,Drew BreesNO,7,L24-23at DET,71.5,1.9,52,6.6,4,1.3,-0.5,0.9,62.8,2014
12,Geno SmithNYJ,7,L27-25at NE,69.9,2.5,48,6.9,1.5,3.5,-1.5,0.5,67.9,2014
13,Carson PalmerARI,7,W24-13at OAK,67.2,1.7,37,4.9,4.2,0,-0.6,0.1,65.3,2014
14,Philip RiversSD,7,L23-20vs. KC,60.9,0.9,36,4.1,2.2,0,-1.1,0.8,58.9,2014
15,Colin KaepernickSF,7,L42-17at DEN,59,0,51,2.9,0.8,-0.5,-1.9,0.7,49.8,2014
16,Alex SmithKC,7,W23-20at SD,56.2,0.8,37,4.3,1,1.6,-1.4,0.2,57.4,2014
17,Kyle OrtonBUF,7,W17-16vs. MIN,53.7,1.4,50,6.1,3.6,0,-2.6,-0.2,60,2014
18,Ryan FitzpatrickHOU,7,L30-23at PIT,52.4,0.5,40,3.4,3.7,-0.7,-0.2,0.2,54.3,2014
19,Charlie WhitehurstTEN,7,L19-17at WSH,39.1,0.2,31,3.2,3.7,-0.5,-0.2,-0.2,52.8,2014
20,Teddy BridgewaterMIN,7,L17-16at BUF,37.3,-3,38,0.6,-1.7,-0.2,-2.5,0,24.6,2014
21,Derek CarrOAK,7,L24-13vs. ARI,36.9,-0.5,32,2.3,2.1,-0.9,-0.7,0.5,44.8,2014
22,Andrew LuckIND,7,W27-0vs. CIN,36.1,-2.2,51,2.1,2.6,-1.8,-1.2,0.1,35.4,2014
23,Matthew StaffordDET,7,W24-23vs. NO,24.5,-2.2,49,2.1,1,-0.2,-0.9,0.4,34.4,2014
24,Andy DaltonCIN,7,L27-0at IND,21.8,-6.8,46,-1.7,-1.9,-0.2,-0.4,0,11.1,2014
25,Cam NewtonCAR,7,L38-17at GB,21,-4.7,43,-0.3,-1.5,0.3,-0.9,0,17.3,2014
26,Matt RyanATL,7,L29-7at BAL,15.7,-7.4,53,-1.4,-4.3,0.1,-2.7,0.1,12.2,2014
27,Jay CutlerCHI,7,L27-14vs. MIA,14.3,-4.3,41,-0.3,-0.1,-1.6,-1.1,0.3,18.4,2014
28,Brian HoyerCLE,7,L24-6at JAX,12.9,-7.2,47,-2.4,-3.4,0,-1.2,-0.2,10.3,2014
29,Blake BortlesJAX,7,W24-6vs. CLE,6.2,-7.7,40,-3.9,-7.4,2,-1,0.4,6.1,2014
30,Kirk CousinsWSH,7,W19-17vs. TEN,6.1,-3.5,20,-1.6,-1.8,0,-0.6,-0.4,7.7,2014
1,Ben RoethlisbergerPIT,8,W51-34vs. IND,99.2,15.7,52,15.3,15,-0.1,0,0.4,98.6,2014
2,Tom BradyNE,8,W51-23vs. CHI,98.1,11.7,40,10.1,11.4,-1.4,0,0.2,98.4,2014
3,Drew BreesNO,8,W44-23vs. GB,96.8,9.1,37,11.4,9.5,0.7,-0.9,0.3,97,2014
4,Peyton ManningDEN,8,W35-21vs. SD,93.4,9,41,10.3,9.5,0,0,0.7,95.7,2014
5,Philip RiversSD,8,L35-21at DEN,83.3,4,46,6.2,4.5,0.3,-0.9,0.6,77.5,2014
6,Colt McCoyWSH,8,W20-17at DAL,73.6,3,42,7,4.7,1.4,-1.4,-0.5,73.5,2014
7,Matt RyanATL,8,L22-21vs. DET,72.1,1.6,33,4.2,2.8,0,-0.8,0.5,66.6,2014
8,Russell WilsonSEA,8,W13-9at CAR,71.5,2.9,39,6.5,2.3,3.4,-0.5,0.4,73.9,2014
9,Teddy BridgewaterMIN,8,W19-13at TB,69.9,3,46,7.3,5.5,0.6,-0.8,0.4,71.4,2014
10,Andy DaltonCIN,8,W27-24vs. BAL,61.3,1.4,38,5,1.3,2.2,-1.2,0.3,63.1,2014
11,Jay CutlerCHI,8,L51-23at NE,60,0.7,38,2.2,0.9,0.9,-0.4,-0.1,56.8,2014
12,Nick FolesPHI,8,L24-20at ARI,59.3,2,67,8.2,7.7,0.6,0,-0.1,60.5,2014
13,Ryan FitzpatrickHOU,8,W30-16at TEN,57.3,0.8,45,4.1,0.7,1.2,-1.7,0.4,56.4,2014
14,Alex SmithKC,8,W34-7vs. STL,56.9,1.8,38,4.8,5,-0.6,-0.5,-0.1,66.5,2014
15,Brian HoyerCLE,8,W23-13vs. OAK,52.2,0.7,35,3.8,3.3,-0.2,-0.6,0.1,56.9,2014
