RK,NAME,WEEK,RESULT,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,YEAR
14,Geno SmithNYJ,8,L34-20at OAK,56.9,0.4,50,2.6,0.8,0.6,-0.8,0.4,53.1,2015
15,Russell WilsonSEA,8,W13-12at DAL,53.7,0.3,36,3.6,2.3,1.5,0,-0.2,53,2015
16,Matt CasselDAL,8,L13-12vs. SEA,50.8,0.2,30,2.9,-0.2,3,-0.2,0,52.4,2015
17,Andrew LuckIND,8,L29-26at CAR,46,-3.1,54,1.6,-0.3,1.2,-0.7,0,30.6,2015
18,Teddy BridgewaterMIN,8,W23-20at CHI,43.5,0,36,3.3,1.8,1.2,-0.4,-0.1,50.1,2015
19,Josh McCownCLE,8,L34-20vs. ARI,39.2,-1.9,43,2,3.9,-2.2,-0.7,-0.4,34.8,2015
20,Andy DaltonCIN,8,W16-10at PIT,37.6,-2.8,47,1.6,0.5,-0.1,-1.3,-0.1,30.4,2015
21,Brian HoyerHOU,8,W20-6vs. TEN,37.3,-0.4,42,3.2,2.4,0,-0.8,0,46.9,2015
22,Cam NewtonCAR,8,W29-26vs. IND,34,-1.4,49,3,1.5,0.6,-0.8,0.1,40,2015
23,Colin KaepernickSF,8,L27-6at STL,33.4,-4.4,53,0.4,-1.5,0.8,-0.8,0.4,23.5,2015
24,Ben RoethlisbergerPIT,8,L16-10vs. CIN,28.5,-4.5,54,0.5,-1.4,0,-1.4,0.5,23.4,2015
25,Ryan TannehillMIA,8,L36-7at NE,15.6,-8,54,-1.8,-1.6,-1.6,-1.6,-0.2,10.8,2015
26,Zach MettenbergerTEN,8,L20-6at HOU,9.1,-8.1,39,-3.4,-6.1,0,-2.7,0,5,2015
27,Matthew StaffordDET,8,L45-10at KC,5.6,-10,44,-3,-4.5,-0.1,-1.7,0,3.9,2015
1,Tyrod TaylorBUF,9,W33-17vs. MIA,95.1,5.6,25,6.9,3,2.8,-1.4,-0.3,96,2015
2,Andrew LuckIND,9,W27-24vs. DEN,94.5,8.1,46,11.2,9,1.8,-0.2,0.1,92.4,2015
3,Johnny ManzielCLE,9,L31-10at CIN,82.9,3.1,42,5.2,4.1,0.6,-0.6,-0.2,73.7,2015
4,Marcus MariotaTEN,9,W34-28at NO,82.8,6.8,43,10.7,9.7,0.2,0,0.7,90.4,2015
5,Eli ManningNYG,9,W32-18at TB,79.9,5,44,8.9,7.9,0,0,1,83.5,2015
6,Jay CutlerCHI,9,W22-19at SD,76.8,2.9,42,6.7,6.2,0,-0.7,-0.1,73,2015
7,Cam NewtonCAR,9,W37-29vs. GB,75.6,2.9,41,5.1,3.4,1.2,0,0.4,73.2,2015
8,Drew BreesNO,9,L34-28vs. TEN,75.4,5,47,9.3,7.2,0.2,-1.9,0,82,2015
9,Sam BradfordPHI,9,W33-27at DAL,69.5,2.4,43,6.4,5.1,0,-0.8,0.4,68.9,2015
10,Tom BradyNE,9,W27-10vs. WSH,66.3,2.4,40,4.2,4.3,0,0,-0.1,70.4,2015
11,Blake BortlesJAX,9,L28-23at NYJ,65.9,1.1,50,5.4,-0.7,2.6,-3.4,0,57.8,2015
12,Teddy BridgewaterMIN,9,W21-18vs. STL,65.4,1,35,4.2,0.9,2,0,1.3,60.4,2015
13,Andy DaltonCIN,9,W31-10vs. CLE,63.6,2.6,35,5,4,-1.1,-1.2,0.8,73.8,2015
14,Derek CarrOAK,9,L38-35at PIT,63.3,0.7,46,4.8,4.8,0.1,0,-0.1,55.1,2015
15,Jameis WinstonTB,9,L32-18vs. NYG,62.9,4,43,7.6,4.6,2.7,0,0.2,79,2015
16,Matt CasselDAL,9,L33-27vs. PHI,61.5,2.3,49,6.8,3.8,0.5,-2,0.5,65.9,2015
17,Peyton ManningDEN,9,L27-24at IND,61.4,1.2,38,4.4,3.6,0,-0.6,0.2,61,2015
18,Matt RyanATL,9,L17-16at SF,56.9,2.1,50,6.7,5.3,-0.3,-1.4,0.3,64.3,2015
19,Ryan FitzpatrickNYJ,9,W28-23vs. JAX,45,1,44,4.9,4.4,-0.3,-0.9,0,58.2,2015
20,Blaine GabbertSF,9,W17-16vs. ATL,42.7,0.5,32,3.5,1.8,1.7,0,0,55.9,2015
21,Ben RoethlisbergerPIT,9,W38-35vs. OAK,41.4,-0.8,48,3.6,3,0,-0.7,0,44.5,2015
22,Kirk CousinsWSH,9,L27-10at NE,40.7,-2.4,43,0.8,0.3,0,-0.6,0,31,2015
23,Aaron RodgersGB,9,L37-29at CAR,39.3,-4.9,63,0.6,-0.7,-0.8,-2.1,0,24.9,2015
24,Nick FolesSTL,9,L21-18at MIN,37.2,-1.8,36,1.5,0.3,0.7,-0.5,0.1,33.2,2015
25,Philip RiversSD,9,L22-19vs. CHI,36.8,0,48,4.4,2.8,0,-0.6,1,50,2015
26,Ryan TannehillMI,9,L33-17at BUF,25,-4.6,46,-0.2,1.4,-3.1,-0.9,0.5,19.7,2015
1,Jay CutlerCHI,10,W37-13at STL,91.4,3.8,29,5.7,4.3,0.9,-0.7,-0.2,86.6,2015
2,Ben RoethlisbergerPIT,10,W30-9vs. CLE,90.5,8.3,43,9.8,7.3,0,-0.8,1.7,93.9,2015
3,Carson PalmerARI,10,W39-32at SEA,72.7,3,55,7.8,5.3,0,-2,0.5,68.2,2015
4,Cam NewtonCAR,10,W27-10at TEN,69.1,2.6,39,5.7,3.2,1,-2.3,-0.8,71.6,2015
5,Eli ManningNYG,10,L27-26vs. NE,68.5,2.4,53,7.2,4.3,0.2,-1.3,1.5,65.3,2015
6,Brian HoyerHOU,10,W10-6at CIN,67.2,0.3,25,2.6,0.7,1,-0.9,0,54.3,2015
7,Brock OsweilerDEN,10,L29-13vs. KC,63.9,0.8,34,1.2,0.3,-0.1,-0.6,0.3,58,2015
8,Matthew StaffordDET,10,W18-16at GB,63,0.5,39,4,3.5,0.6,0,0,54.2,2015
9,Teddy BridgewaterMIN,10,W30-14at OAK,58,0.4,32,3.2,-2,2.5,-1.8,0.9,54.3,2015
10,Kirk CousinsWSH,10,W47-14vs. NO,56,2.7,32,5.1,3.2,0,-1.5,0.4,77.1,2015
11,Alex SmithKC,10,W29-13at DEN,53.6,-1.4,40,1.5,1.4,-0.3,-0.4,-0.1,38.2,2015
12,Aaron RodgersGB,10,L18-16vs. DET,53.5,2.5,69,8.6,6.3,1.1,-1.1,0.1,62.6,2015
13,Drew BreesNO,10,L47-14at WSH,52.7,0,32,2,1.1,0,-1.1,-0.2,50.4,2015
14,Joe FlaccoBAL,10,L22-20vs. JAX,52.3,2.2,49,6.7,5.1,1.1,-0.5,0,65.1,2015
15,Marcus MariotaTEN,10,L27-10vs. CAR,51.7,-0.6,30,1.7,1.6,-0.1,-0.3,-0.1,42.9,2015
16,Johnny ManzielCLE,10,L30-9at PIT,50.5,-1.2,55,2.4,-0.7,0.8,-2.3,-0.1,42.1,2015
17,Ryan TannehillMIA,10,W20-19at PHI,45.7,-0.7,43,3.2,0.4,0,-2.4,0.4,44.1,2015
18,Tom BradyNE,10,W27-26at NYG,43.6,0.9,47,5.2,2.3,1.5,-1.2,0.2,56.4,2015
19,Jameis WinstonTB,10,W10-6vs. DAL,43.5,0,49,4.5,2.2,1,-0.6,0.7,49.7,2015
20,Sam BradfordPHI,10,L20-19vs. MIA,42.5,-0.1,34,2.8,-0.1,0,-2.1,0.8,48.8,2015
21,Andy DaltonCIN,10,L10-6vs. HOU,40.6,-2.8,53,2.1,-0.4,0.6,-1.4,0.5,32.2,2015
22,Tyrod TaylorBUF,10,W22-17at NYJ,34.6,-2.6,38,0.8,0.3,-1.1,-1.8,-0.3,27.3,2015
23,Matt CasselDAL,10,L10-6at TB,33.8,-1,33,2,0.7,-0.1,-1.6,-0.1,39.5,2015
24,Derek CarrOAK,10,L30-14vs. MIN,31.9,-2.3,49,1.8,0.3,0.7,-1,-0.2,33.8,2015
25,Ryan FitzpatrickNYJ,10,L22-17vs. BUF,29.6,-2.5,40,1,0.2,1,-0.3,-0.4,29,2015
26,Blake BortlesJAX,10,W22-20at BAL,27,-3.5,54,1.4,-2.1,1.1,-1.8,0.6,28.3,2015
27,Mark SanchezPHI,10,L20-19vs. MIA,15.7,-2.6,25,-0.3,0,-0.3,0,0,18.7,2015
28,Nick FolesSTL,10,L37-13vs. CHI,15.3,-3.4,41,0.3,0.6,0,-0.1,-0.4,23.7,2015
29,Russell WilsonSEA,10,L39-32vs. ARI,11.5,-7.3,46,-2.5,-1.8,-2.1,-1.5,0,9.7,2015
30,Peyton ManningDEN,10,L29-13vs. KC,0.3,-10,24,-5.9,-6.7,0,-0.6,0.2,0.3,2015
1,Jameis WinstonTB,11,W45-17at PHI,93.8,6.9,37,8.2,7.8,-0.1,-0.5,0.1,93.2,2015
2,Russell WilsonSEA,11,W29-13vs. SF,85.8,6.4,38,7.1,5.9,1,-0.4,-0.2,91.6,2015
3,Cam NewtonCAR,11,W44-16vs. WSH,83.9,6.4,49,8.5,6,0.2,-1.2,1,86.3,2015
4,Aaron RodgersGB,11,W30-13at MIN,81.8,3.8,41,7,4,0.5,-0.8,1.7,78.7,2015
5,Alex SmithKC,11,W33-3at SD,77.7,2.7,37,5.3,3.1,1,-1.2,0.1,74,2015
6,Andy DaltonCIN,11,L34-31at ARI,66.3,0.8,54,5.5,3.3,-0.1,-2,0.2,55.1,2015
7,Marcus MariotaTEN,11,L19-13at JAX,63.3,2.7,48,7,2.3,1.4,-1.9,1.4,68.9,2015
8,Teddy BridgewaterMIN,11,L30-13vs. GB,61.8,1.2,49,4,-0.2,2.2,-2.2,-0.2,58.8,2015
9,Kirk CousinsWSH,11,L44-16at CAR,61.1,-0.6,37,1.6,0.6,0,-1,0,44.5,2015
10,Tony RomoDAL,11,W24-14at MIA,59.6,0.8,35,3.8,2.9,-0.1,-0.8,0.1,58,2015
11,Jay CutlerCHI,11,L17-15vs. DEN,59.2,0.1,41,3.7,0.5,0.8,-0.8,1.7,50.6,2015
12,Carson PalmerARI,11,W34-31vs. CIN,58.9,0.2,34,3.3,1.7,0,-1,0.6,52.2,2015
13,Brock OsweilerDEN,11,W17-15at CHI,54.5,1.1,34,4.1,1.9,0.2,-2.2,-0.2,61,2015
14,Matthew StaffordDET,11,W18-13vs. OAK,51.4,0.6,45,4.7,2.4,1,-1.4,-0.1,54.5,2015
15,T.J. YatesHOU,11,W24-17vs. NYJ,50.6,-0.1,38,3.3,2.5,0,-0.7,0.1,48.9,2015
16,Tyrod TaylorBUF,11,L20-13at NE,46,-1.7,42,1.8,1.6,-0.8,-0.5,0.5,35.8,2015
17,Matt RyanATL,11,L24-21vs. IND,44.2,0.1,52,4.4,3,0.5,-0.4,0.5,50.7,2015
18,Matt HasselbeckIND,11,W24-21at ATL,43.7,0,41,3.6,0.9,0.4,-1.3,0.9,50,2015
19,Tom BradyNE,11,W20-13vs. BUF,42.6,-1,45,3.1,2,0,-0.6,0.5,41.9,2015
20,Blaine GabbertSF,11,L29-13at SEA,40.6,-1.9,44,1.6,0.2,0.3,-0.9,0.2,35.5,2015
21,Ryan FitzpatrickNYJ,11,L24-17at HOU,35,-4.5,50,0.2,-1.7,-0.5,-1.3,1.1,22.1,2015
22,Ryan TannehillMIA,11,L24-14vs. DAL,32.4,-1.2,34,1.7,1.3,-0.1,-0.6,-0.1,38.2,2015
23,Blake BortlesJAX,11,W19-13vs. TEN,30.2,-1.2,37,2.3,2.5,-1.6,-1.5,-0.1,39.1,2015
24,Joe FlaccoBAL,11,W16-13vs. STL,28.4,-3.7,46,0.5,0.3,0,-0.3,-0.1,24.2,2015
25,Derek CarrOAK,11,L18-13at DET,24.8,-2.4,34,0.7,1.3,-1.2,-0.4,0.2,26.6,2015
26,Mark SanchezPHI,11,L45-17vs. TB,20.5,-2.8,48,1,-0.4,0.6,-0.8,0,30.3,2015
27,Philip RiversSD,11,L33-3vs. KC,16.2,-5,37,-1.2,-1.3,-1.4,-1.5,-0.1,13.1,2015
28,Case KeenumSTL,11,L16-13at BAL,5.8,-6.4,33,-3.2,-0.3,-4.4,-0.2,1.3,6.2,2015
1,Andy DaltonCIN,12,W31-7vs. STL,92.2,4.5,28,5.7,5.5,0.1,0,0,90.5,2015
2,Matthew StaffordDET,12,W45-14vs. PHI,92,7.8,42,9,7.5,1.3,-0.3,0,93.3,2015
3,Alex SmithKC,12,W30-22vs. BUF,90.3,5.9,38,9.4,5.6,3,-0.3,0.6,90.1,2015
4,Matt CasselDAL,12,L33-14vs. CAR,88.9,2.7,23,1.2,1.1,0.1,-0.1,0,84.4,2015
5,Philip RiversSD,12,W31-25at JAX,85.8,7.8,54,12,8,2.7,-0.8,0.6,88.6,2015
6,Tyrod TaylorBUF,12,L30-22at KC,83.5,3.9,50,8.1,6.4,1.2,-0.6,-0.1,75,2015
7,Russell WilsonSEA,12,W39-30vs. PIT,79,3.4,38,6.9,7.2,-1,-1,-0.3,77.9,2015
8,Kirk CousinsWSH,12,W20-14vs. NYG,78.9,4.8,31,6.4,5.3,1.3,0,-0.1,90,2015
9,Ryan FitzpatrickNYJ,12,W38-20vs. MIA,77.7,5.1,47,8.1,7.9,0.3,-0.2,-0.3,82.2,2015
10,Tom BradyNE,12,L30-24at DEN,67.1,0.3,48,4.6,3.1,0,-1.2,0.2,52.2,2015
11,Blaine GabbertSF,12,L19-13vs. ARI,62.7,0.9,41,4.7,2.7,0.9,-1.4,-0.3,58.1,2015
12,Brian HoyerHOU,12,W24-6vs. NO,62.2,3.5,34,5.3,4.9,0,-0.2,0.2,81,2015
13,Jay CutlerCHI,12,W17-13at GB,61.5,0.3,38,3.8,2.5,0.2,-0.6,0.5,52.5,2015
14,Ben RoethlisbergerPIT,12,L39-30at SEA,61.4,1.1,65,7.2,6.5,-0.6,-0.8,0.4,56.1,2015
15,Josh McCownCLE,12,L33-27vs. BAL,61.3,2.3,41,6,4.5,0.5,-0.5,0.6,69.1,2015
16,Mark SanchezPHI,12,L45-14at DET,60.9,1.3,35,2.9,0.3,0.6,-1.7,0.4,63.2,2015
17,Teddy BridgewaterMIN,12,W20-10at ATL,60.8,1.6,33,4.6,3.3,-0.2,0,1.4,66.7,2015
18,Matt SchaubBAL,12,W33-27at CLE,58.3,1.4,38,4.9,5.7,-0.7,0,-0.1,63.1,2015
19,Jameis WinstonTB,12,L25-12at IND,58.2,1.1,48,4.5,1.5,0.9,-2.1,0,57.8,2015
20,Carson PalmerARI,12,W19-13at SF,58.2,2.4,52,7.1,5.1,2.1,-0.4,-0.4,65.5,2015
21,Matt RyanATL,12,L20-10vs. MIN,57.2,1,37,3.5,2.4,0,-1.2,0,59.2,2015
22,Matt HasselbeckIND,12,W25-12vs. TB,55.9,2.8,52,7.3,5.3,0,-1,1,68.2,2015
23,Cam NewtonCAR,12,W33-14at DAL,49.8,0,41,2.5,2.6,-0.1,-0.3,-0.3,49.7,2015
24,Derek CarrOAK,12,W24-21at TEN,48.7,0.2,45,4.4,6.3,-2.2,-0.5,-0.3,51.7,2015
25,Brock OsweilerDEN,12,W30-24vs. NE,46.5,-1,49,3.4,1,0.6,-1.8,0,43,2015
26,Nick FolesSTL,12,L31-7at CIN,43.8,-2.8,50,1.1,0.4,0.1,-0.4,0.2,31,2015
27,Ryan TannehillMIA,12,L38-20at NYJ,43,-2.9,65,1.8,1.1,0,-0.7,-0.1,34.8,2015
28,Blake BortlesJAX,12,L31-25vs. SD,31.3,-3,59,2.2,3.7,-0.6,-0.2,-1.1,32.9,2015
29,Marcus MariotaTEN,12,L24-21vs. OAK,28.5,-2.4,43,1.6,-1.1,0.4,-1.2,1.2,31.1,2015
30,Drew BreesNO,12,L24-6at HOU,25.5,-6.1,50,-1,-1.1,0,-0.4,-0.3,15.3,2015
31,Aaron RodgersGB,12,L17-13vs. CHI,18.2,-3.4,51,1.3,-2.4,1.3,-1.1,1.3,27.8,2015
32,Eli ManningNYG,12,L20-14at WSH,12.6,-7.9,55,-1.9,-2.8,0,-1.1,-0.2,11.7,2015
33,Tony RomoDAL,12,L33-14vs. CAR,6.4,-5,23,-2.4,-2.4,0,-0.1,-0.1,4.4,2015
1,Ben RoethlisbergerPIT,13,W45-10vs. IND,96.2,10.6,43,12,11.1,0.8,0,0.1,97,2015
2,Russell WilsonSEA,13,W38-7at MIN,94.2,7.5,41,8.1,4.5,3.3,-0.4,-0.2,93,2015
3,Marcus MariotaTEN,13,W42-39vs. JAX,90.9,9.4,47,13.4,6,5.6,-1.6,0.1,94.4,2015
4,Carson PalmerARI,13,W27-3at STL,90.1,5.2,43,7.6,6.1,0,-1.1,0.4,84.7,2015
5,Tyrod TaylorBUF,13,W30-21vs. HOU,89.9,4,31,6.6,5.2,1.2,-0.4,-0.2,86.1,2015
6,Blake BortlesJAX,13,L42-39at TEN,85.6,5.5,39,8.9,6.9,0,-2,0,87.9,2015
7,Jameis WinstonTB,13,W23-19vs. ATL,82.6,5,34,8,4.1,3.5,-0.4,0,89,2015
8,Andy DaltonCIN,13,W37-3at CLE,81.7,3.2,27,4.1,2.6,1.2,-0.4,-0.1,84.5,2015
9,Blaine GabbertSF,13,W26-20at CHI,73.3,3.9,43,7.8,0.2,5.8,-1.8,-0.1,78.2,2015
10,Aaron RodgersGB,13,W27-23at DET,71.9,3.4,47,6,0.1,3.1,-1.5,1.2,73.8,2015
11,Matthew StaffordDET,13,L27-23vs. GB,71.6,2.5,45,5.6,2.6,1.9,-1,0,68.9,2015
12,Cam NewtonCAR,13,W41-38at NO,70.9,6.3,57,11.3,8.2,2,-0.5,0.6,82.7,2015
13,Ryan FitzpatrickNYJ,13,W23-20at NYG,70,5.8,60,11,9.6,0.1,-1.3,0,79.7,2015
14,Matt CasselDAL,13,W19-16at WSH,66.7,1.5,36,4.9,3.4,0,-0.3,1.2,64.7,2015
15,Brian HoyerHOU,13,L30-21at BUF,66.6,1.3,48,5.1,2.9,0.9,-1,0.2,59.5,2015
16,Drew BreesNO,13,L41-38vs. CAR,65.1,0.8,49,5.2,2.4,0.8,-1.1,0.9,55.7,2015
17,Alex SmithKC,13,W34-20at OAK,61.6,0.8,33,3.7,0,2,-1.9,-0.2,58,2015
18,Kirk CousinsWSH,13,L19-16vs. DAL,59.5,1.6,36,4.9,3,0.2,-1.7,0.1,65.4,2015
19,Ryan TannehillMIA,13,W15-13vs. BAL,57,1,22,3,2.5,0.4,-0.2,-0.1,65.1,2015
20,Brock OsweilerDEN,13,W17-3at SD,54,-0.1,30,2.1,1.6,-0.3,-0.4,0.3,48.9,2015
21,Sam BradfordPHI,13,W35-28at NE,51.8,-0.7,29,1.8,1.8,0,-0.1,-0.2,41.4,2015
22,Matt RyanATL,13,L23-19at TB,49.1,0.7,49,5.3,3.1,0.9,-1.5,-0.2,55.2,2015
23,Derek CarrOAK,13,L34-20vs. KC,46.2,-1.5,54,3.1,1.7,0,-0.9,0.5,40.1,2015
24,Jay CutlerCHI,13,L26-20vs. SF,32.3,-0.4,39,3.2,2.5,0.3,-0.6,-0.2,46.3,2015
25,Tom BradyNE,13,L35-28vs. PHI,29.8,-3.1,66,2.3,-0.3,0,-1.5,1,33.9,2015
26,Matt SchaubBAL,13,L15-13at MIA,28.5,-3.6,52,1.1,-0.3,-1,-2.1,0.4,27.2,2015
27,Philip RiversSD,13,L17-3vs. DEN,25.4,-4.3,43,-0.2,-1.6,0,-1.2,0.2,19.3,2015
28,Eli ManningNYG,13,L23-20vs. NYJ,23.9,-3.6,42,0.2,0.3,-1,-0.9,0,22.7,2015
29,Austin DavisCLE,13,L37-3vs. CIN,21.3,-5,45,-0.5,-1.9,-0.1,-1.7,-0.2,17.1,2015
30,Nick FolesSTL,13,L27-3vs. ARI,20.1,-4.1,37,-0.5,-0.3,0,0,-0.2,17.1,2015
31,Teddy BridgewaterMIN,13,L38-7vs. SEA,12.9,-4.4,34,-0.8,-1.7,-0.2,-1.2,0,13.6,2015
32,Matt HasselbeckIND,13,L45-10at PIT,12.7,-5,31,-1.8,-1.1,-0.6,-0.5,-0.5,9.4,2015
1,Russell WilsonSEA,14,W35-6at BAL,96.4,8,34,9,8.7,0.4,0,-0.1,96.6,2015
2,Cam NewtonCAR,14,W38-0vs. ATL,96.3,7.5,28,5.9,5.8,-0.1,-0.3,-0.2,97.8,2015
3,Eli ManningNYG,14,W31-24at MIA,95.6,7.3,34,10.2,11.4,-1.8,0,0.7,95.4,2015
4,Drew BreesNO,14,W24-17at TB,87.9,7.6,48,11.2,10.6,0.1,-0.8,-0.2,90.3,2015
5,Carson PalmerARI,14,W23-20vs. MIN,87.3,5.5,39,9.1,7.1,0.4,-1.4,0.2,88.2,2015
6,Ben RoethlisbergerPIT,14,W33-20at CIN,87.1,4.1,43,7,4.6,1,-1.1,0.2,79.5,2015
7,Tom BradyNE,14,W27-6at HOU,84.1,2.7,37,4.8,3.3,0.2,-1.1,0.1,73.6,2015
8,Teddy BridgewaterMIN,14,L23-20at ARI,84,3.6,43,7.5,6.7,0,-0.5,0.3,76.7,2015
9,Kirk CousinsWSH,14,W24-21at CHI,76.7,4.1,40,7.5,4.8,1.2,-1.4,0.2,81.1,2015
10,Aaron RodgersGB,14,W28-7vs. DAL,67.3,3,43,6.6,3.5,2,-0.8,0.2,72.6,2015
11,Alex SmithKC,14,W10-3vs. SD,62.8,1.4,34,4.4,1.6,1.9,-0.9,0.1,64.5,2015
12,Tyrod TaylorBUF,14,L23-20at PHI,60.2,1.1,48,5.5,1.8,3.5,-0.5,-0.4,58.1,2015
13,Jameis WinstonTB,14,L24-17vs. NO,59.1,3.4,37,5.9,3.6,1.7,-0.6,0.1,78.9,2015
14,Jay CutlerCHI,14,L24-21vs. WSH,56.4,1.2,39,4.5,3,0,-1.7,-0.1,61,2015
15,Johnny ManzielCLE,14,W24-10vs. SF,54.9,2.3,41,5.5,4.6,0.1,-1.1,-0.3,68.7,2015
16,Jimmy ClausenBAL,14,L35-6vs. SEA,54.1,0.7,45,3.3,2.8,0,-0.5,0,55.7,2015
17,Philip RiversSD,14,L10-3at KC,50.5,-1.9,53,2.9,0.5,-0.5,-2.1,0.9,37.6,2015
18,Ryan TannehillMIA,14,L31-24vs. NYG,50.3,2.8,49,7.3,6.4,1,-0.1,-0.2,69.2,2015
19,Sam BradfordPHI,14,W23-20vs. BUF,49.8,-0.1,45,4,2.5,-0.1,-0.5,1.1,49.1,2015
20,Ryan FitzpatrickNYJ,14,W30-8vs. TEN,47.6,0.8,40,3.4,2.1,1,-0.2,0,57.4,2015
21,Matthew StaffordDET,14,L21-14at STL,45.9,-2.4,52,2,0.3,0.1,-1.4,0.2,34.1,2015
22,Brock OsweilerDEN,14,L15-12vs. OAK,44.8,-0.4,61,5.2,1.8,0.6,-2.7,0.2,47.9,2015
23,Matt RyanATL,14,L38-0at CAR,44.4,-2.4,38,0.6,-1,0,-1.4,0.2,29,2015
24,AJ McCarronCIN,14,L33-20vs. PIT,42.7,-1,39,1.7,0.3,0,-1,0.4,41.1,2015
25,Case KeenumSTL,14,W21-14vs. DET,35.6,-0.4,26,2,1.1,-0.5,-0.9,0.4,44.5,2015
26,Matt CasselDAL,14,L28-7at GB,18.8,-4.9,37,-1.1,-1.6,-0.2,-0.8,-0.1,13.4,2015
27,Derek CarrOAK,14,W15-12at DEN,18.2,-5.7,38,-2.2,-4.2,0,-2.6,-0.6,10.7,2015
28,Matt HasselbeckIND,14,L51-16at JAX,16.4,-4.1,42,-0.2,-1.4,0.2,-1.2,-0.2,20.1,2015
29,Blake BortlesJAX,14,W51-16vs. IND,16.3,-3.9,40,-0.1,-1.7,-0.5,-1.6,0.6,20.2,2015
30,Marcus MariotaTEN,14,L30-8at NYJ,10.1,-8.9,50,-1.8,-1.9,-0.7,-0.9,0,7.4,2015
31,Brian HoyerHOU,14,L27-6vs. NE,7.4,-5.5,29,-2.3,-4.8,0,-2.6,0,6.5,2015
32,Blaine GabbertSF,14,L24-10at CLE,3.1,-9.4,41,-4,-8.4,0.3,-4,0.1,3.8,2015
1,Kirk CousinsWSH,15,W35-25vs. BUF,98,9,32,9.8,6.3,2.2,-0.5,0.7,98.2,2015
2,Teddy BridgewaterMIN,15,W38-17vs. CHI,93.6,6.6,28,7.5,5.9,0.6,-0.7,0.3,96.5,2015
3,Russell WilsonSEA,15,W30-13vs. CLE,91,8.3,42,10.3,7.3,2,-0.5,0.5,94.2,2015
4,Case KeenumSTL,15,W31-23vs. TB,84.6,3.5,22,4.1,4,0,-0.3,-0.1,90.2,2015
5,Philip RiversSD,15,W30-14vs. MIA,84.2,5.9,44,6.2,5.2,0,-0.3,0.8,86.8,2015
6,Cam NewtonCAR,15,W38-35at NYG,83.5,8.5,56,11.1,5,4.9,-1.3,-0.1,89.5,2015
7,Carson PalmerARI,15,W40-17at PHI,78.6,3,35,5.2,4.2,0,-0.9,0.1,77,2015
8,Ben RoethlisbergerPIT,15,W34-27vs. DEN,77.2,4,65,9.3,6.6,0,-1.3,1.4,70.5,2015
9,Matthew StaffordDET,15,W35-27at NO,76.9,4,30,5.1,5.3,-0.9,-0.7,0,86.7,2015
10,Eli ManningNYG,15,L38-35vs. CAR,74.7,2.4,49,5.3,4.7,-0.1,0,0.7,66.6,2015
11,Drew BreesNO,15,L35-27vs. DET,74.4,6,59,7.2,6.5,0.7,-0.2,-0.2,80.8,2015
12,Brock OsweilerDEN,15,L34-27at PIT,71.1,2.3,52,6.8,4,2.2,-0.5,0.1,65.3,2015
13,Johnny ManzielCLE,15,L30-13at SEA,69.5,1.7,39,4.4,1.5,1.4,-1.1,0.5,64.7,2015
14,Aaron RodgersGB,15,W30-20at OAK,68.9,2,45,5.9,2.3,0,-1,2.6,65.6,2015
15,Sam BradfordPHI,15,L40-17vs. ARI,67,1.7,47,4.7,4.3,-0.1,-0.7,-0.3,62.7,2015
16,Tyrod TaylorBUF,15,L35-25at WSH,66.1,2,44,3.2,-0.8,2.7,-1.5,-0.2,65.5,2015
16,Brandon WeedenHOU,15,W16-10at IND,66.1,1,22,3,0.7,1.2,-0.6,0.6,65.7,2015
18,Tom BradyNE,15,W33-16vs. TEN,65.6,2.8,38,4.2,3.6,0,-0.6,-0.1,73.9,2015
19,Jameis WinstonTB,15,L31-23at STL,58.9,-0.5,56,2.6,3.8,-0.9,0,-0.2,46.7,2015
20,Matt HasselbeckIND,15,L16-10vs. HOU,58.7,0,34,3.1,1.8,-0.3,-1.5,0,49.7,2015
21,Ryan FitzpatrickNYJ,15,W19-16at DAL,52.8,0.3,48,4.7,3.2,0.6,-0.6,0.4,52.1,2015
22,Zach MettenbergerTEN,15,L33-16at NE,48.9,-1.1,33,0.9,1.8,-1.3,-0.3,0.2,38.6,2015
23,Derek CarrOAK,15,L30-20vs. GB,45.9,-1.2,59,3.2,-1.1,2.7,-1.2,0.4,42.8,2015
24,Matt RyanATL,15,W23-17at JAX,45.6,0.2,41,4,3.5,-0.9,-0.3,1,51.9,2015
25,Kellen MooreDAL,15,L19-16vs. NYJ,45.2,-0.5,27,1.9,1.8,0,-0.2,-0.1,43.5,2015
26,Alex SmithKC,15,W34-14at BAL,45,-0.3,34,2.5,1.9,0.1,-0.8,-0.3,46.6,2015
27,Jimmy ClausenBAL,15,L34-14vs. KC,42.7,-2.1,54,2.1,2.3,-0.5,-0.6,-0.2,36.8,2015
28,Ryan TannehillMIA,15,L30-14at SD,40.7,-1.7,42,1.1,0.6,0.1,-0.5,-0.2,35.9,2015
29,AJ McCarronCIN,15,W24-14at SF,34.6,-0.7,30,1.4,1.4,-0.9,-0.7,0.3,42,2015
30,Blake BortlesJAX,15,L23-17vs. ATL,28.2,-1.3,47,2.8,-0.2,2.1,-0.7,0.2,40,2015
31,Jay CutlerCHI,15,L38-17at MIN,22.5,-4.4,44,-0.2,-2.4,-0.2,-2.3,0,19.3,2015
